1,-3.1878,55.9444,0,-3.1875,55.9444,null
2,-3.1875,55.9444,180,-3.1878,55.9444,thank.salsa.brain
3,-3.1878,55.9444,20,-3.1875180922137645,55.944502606043,null
4,-3.1875180922137645,55.944502606043,0,-3.1872180922137643,55.944502606043,null
5,-3.1872180922137643,55.944502606043,10,-3.1869226498878604,55.944554700496305,null
6,-3.1869226498878604,55.944554700496305,10,-3.1866272075619566,55.94460679494961,null
7,-3.1866272075619566,55.94460679494961,20,-3.186345299775721,55.94470940099261,rated.fired.crowds
8,-3.186345299775721,55.94470940099261,140,-3.1865751131086566,55.944902237275514,null
9,-3.1865751131086566,55.944902237275514,120,-3.1867251131086567,55.94516204489665,null
10,-3.1867251131086567,55.94516204489665,120,-3.186875113108657,55.94542185251778,null
11,-3.186875113108657,55.94542185251778,140,-3.1871049264415925,55.94561468880069,diner.leaves.mutual
12,-3.1871049264415925,55.94561468880069,140,-3.187334739774528,55.945807525083595,slips.mass.baking
13,-3.187334739774528,55.945807525083595,340,-3.1870528319882925,55.945704919040594,null
14,-3.1870528319882925,55.945704919040594,0,-3.1867528319882923,55.945704919040594,hidden.handle.softly
15,-3.1867528319882923,55.945704919040594,0,-3.186452831988292,55.945704919040594,posts.kicked.universally
16,-3.186452831988292,55.945704919040594,20,-3.1861709242020564,55.945807525083595,null
17,-3.1861709242020564,55.945807525083595,20,-3.1858890164158207,55.945910131126595,null
18,-3.1858890164158207,55.945910131126595,20,-3.185607108629585,55.946012737169596,null
19,-3.185607108629585,55.946012737169596,20,-3.1853252008433492,55.9461153432126,prime.rent.silk
20,-3.1853252008433492,55.9461153432126,300,-3.185175200843349,55.94585553559146,null
21,-3.185175200843349,55.94585553559146,300,-3.185025200843349,55.94559572797033,null
22,-3.185025200843349,55.94559572797033,300,-3.184875200843349,55.945335920349194,null
23,-3.184875200843349,55.945335920349194,320,-3.1846453875104133,55.94514308406629,null
24,-3.1846453875104133,55.94514308406629,320,-3.1844155741774776,55.94495024778338,sports.topic.clocks
25,-3.1844155741774776,55.94495024778338,260,-3.1844676686307776,55.944654805457475,null
26,-3.1844676686307776,55.944654805457475,240,-3.1846176686307777,55.94439499783634,null
27,-3.1846176686307777,55.94439499783634,260,-3.1846697630840777,55.944099555510434,null
28,-3.1846697630840777,55.944099555510434,240,-3.1848197630840778,55.9438397478893,null
29,-3.1848197630840778,55.9438397478893,260,-3.184871857537378,55.94354430556339,sentences.sings.modern
30,-3.184871857537378,55.94354430556339,160,-3.1851537653236135,55.94364691160639,hello.love.keys
31,-3.1851537653236135,55.94364691160639,160,-3.185435673109849,55.943749517649394,null
32,-3.185435673109849,55.943749517649394,160,-3.185717580896085,55.943852123692395,null
33,-3.185717580896085,55.943852123692395,180,-3.186017580896085,55.943852123692395,teams.mild.played
34,-3.186017580896085,55.943852123692395,260,-3.186069675349385,55.94355668136649,null
35,-3.186069675349385,55.94355668136649,260,-3.186121769802685,55.94326123904058,null
36,-3.186121769802685,55.94326123904058,260,-3.186173864255985,55.942965796714674,under.retire.bump
37,-3.186173864255985,55.942965796714674,200,-3.186455772042221,55.94286319067167,null
38,-3.186455772042221,55.94286319067167,200,-3.1867376798284566,55.94276058462867,null
39,-3.1867376798284566,55.94276058462867,200,-3.1870195876146923,55.94265797858567,strut.river.surely
40,-3.1870195876146923,55.94265797858567,120,-3.1871695876146924,55.942917786206806,null
41,-3.1871695876146924,55.942917786206806,120,-3.1873195876146925,55.94317759382794,null
42,-3.1873195876146925,55.94317759382794,100,-3.1873716820679925,55.94347303615385,null
43,-3.1873716820679925,55.94347303615385,100,-3.1874237765212925,55.943768478479754,begins.spider.drips
44,-3.1874237765212925,55.943768478479754,180,-3.1877237765212927,55.943768478479754,null
45,-3.1877237765212927,55.943768478479754,180,-3.188023776521293,55.943768478479754,null
46,-3.188023776521293,55.943768478479754,180,-3.188323776521293,55.943768478479754,null
47,-3.188323776521293,55.943768478479754,160,-3.1886056843075288,55.943871084522755,null
48,-3.1886056843075288,55.943871084522755,180,-3.188905684307529,55.943871084522755,noted.friday.jams
49,-3.188905684307529,55.943871084522755,300,-3.188755684307529,55.94361127690162,null
50,-3.188755684307529,55.94361127690162,280,-3.188703589854229,55.94331583457571,system.speak.guard
51,-3.188703589854229,55.94331583457571,220,-3.1889334031871646,55.94312299829281,null
52,-3.1889334031871646,55.94312299829281,220,-3.1891632165201003,55.9429301620099,null
53,-3.1891632165201003,55.9429301620099,180,-3.1894632165201005,55.9429301620099,null
54,-3.1894632165201005,55.9429301620099,200,-3.189745124306336,55.9428275559669,hooked.shine.third
55,-3.189745124306336,55.9428275559669,90,-3.189745124306336,55.9431275559669,null
56,-3.189745124306336,55.9431275559669,80,-3.189693029853036,55.94342299829281,null
57,-3.189693029853036,55.94342299829281,80,-3.189640935399736,55.94371844061872,burn.spot.across
58,-3.189640935399736,55.94371844061872,160,-3.189922843185972,55.94382104666172,null
